Place,Horse_name,Jockey_name,Trainer_name,Weight,Distance,Prize,Ground_state
3,ovambo princess,tepper,bradik,55.5,2400,3500,fest
4,nantano (ire),weis,krapp,60.0,2400,3500,fest
-1,van venture,santangelo,bradik,58.5,2400,3500,fest
1,jewel of the sea (ire),troost,meulen/nl,58.0,1600,5100,gut
2,pietraia,de vries,klug,58.0,1600,5100,gut
3,riviera claire (gb),casamento,leirs,57.5,1600,5100,gut
4,cape coral (ire),pecheur,suborics,57.0,1600,5100,gut
5,miharu,starke,schiergen,57.0,1600,5100,gut
6,free lady,bojko,rohne,57.0,1600,5100,gut
7,melody damour (fr),murzabayev,kurdu,57.0,1600,5100,gut
8,angel cakes (ire),ganbat,smith,57.0,1600,5100,gut
1,saragossa,piechulek,bolte,58.5,2200,5000,gut
2,pretty pipa (fr),murzabayev,smrczek,57.0,2200,5000,gut
3,christoph columbus,snijders,blau,58.5,2200,5000,gut
4,mod (gb),börnicke,meulen/nl,70.0,2200,5000,gut
5,enissey (gb),pecheur,mintchev,63.5,2200,5000,gut
6,marijano,henrique,heimburger,57.0,2200,5000,gut
7,epatant (fr),weißmeier,straßmeier,53.0,2200,5000,gut
8,lindikova (fr),minarik,rohne,58.0,2200,5000,gut
9,rory (fr),best,van eck/nl,59.0,2200,5000,gut
10,marina marshall (fr),lopez,smith,57.5,2200,5000,gut
1,biscaya storm (gb),starke,schiergen,55.0,1700,0,gut
2,dictator,de vries,nedorostek,58.5,1700,0,gut
3,infamous lawman (ire),pecheur,meulen/nl,59.5,1700,0,gut
4,wow,snijders,suborics,59.5,1700,0,gut
5,orkanos,minarik,kleinkorres,52.0,1700,0,gut
6,nareia,seidl,mäder,53.0,1700,0,gut
7,macan,engels,kästner,56.5,1700,0,gut
1,tjerk (hol),starke,jonkhart/nl,60.0,1700,5350,gut
2,best of heaven (ire),pedroza,weidler,63.5,1700,5350,gut
3,barteaux,best,römer,59.0,1700,5350,gut
4,revie (fr),pecheur,schöndorf,52.0,1700,5350,gut
5,könig arte,piechulek,bieß,62.0,1700,5350,gut
6,edelstein,ketzer,laznovska,63.5,1700,5350,gut
7,elouise,henrique,heimburger,52.0,1700,5350,gut
8,come on percy (gb),snijders,jonkhart/nl,59.5,1700,5350,gut
9,caroline piano (fr),brüggemann,brüggemann,60.5,1700,5350,gut
10,barocca,ganbat,smrczek,61.5,1700,5350,gut
11,full disclosure (ire),de vries,smith,57.0,1700,5350,gut
-1,lions hill,mela,thomas,57.0,1700,5350,gut
1,laccario,pedroza,wöhler,58.0,2200,25000,gut
2,nirvana dschingis,de vries,klug,58.0,2200,25000,gut
3,apadanah,hamelin,hickst,56.5,2200,25000,gut
4,durance,starke,schiergen,56.5,2200,25000,gut
5,ormuz,bojko,wöhler,56.5,2200,25000,gut
6,nubbel,palik,klug,58.0,2200,25000,gut
7,walderbe,casamento,rohne,58.0,2200,25000,gut
-1,könig platon,pecheur,hirschberger,58.0,2200,25000,gut
1,parlan,casamento,hickst,57.0,2200,22500,gut
2,par coeur,seidl,klug,52.5,2200,22500,gut
3,sahelian (ire),hamelin,grewe,59.5,2200,22500,gut
4,rapido,best,snackers,58.0,2200,22500,gut
5,lijian,lopez,hirschberger,61.0,2200,22500,gut
6,iraklion,cadeddu,bieß,61.0,2200,22500,gut
7,molly le clou,danz,hirschberger,55.5,2200,22500,gut
-1,sonnensturm,pecheur,kleinkorres,52.0,2200,22500,gut
1,main edition (ire),fanning,johnston,58.0,1600,125000,gut
2,axana,pedroza,wöhler,58.0,1600,125000,gut
3,shalona (fr),ganbat,grewe,58.0,1600,125000,gut
4,best on stage,starke,schiergen,58.0,1600,125000,gut
5,sharoka (ire),de vries,klug,58.0,1600,125000,gut
6,satomi,seidl,klug,58.0,1600,125000,gut
7,iconic choice (gb),kingscote,dascombe/gb,58.0,1600,125000,gut
8,diajaka,piechulek,klug,58.0,1600,125000,gut
9,gold,pecheur,klug,58.0,1600,125000,gut
10,linaria,minarik,hirschberger,58.0,1600,125000,gut
11,ivanka,murzabayev,wöhler,58.0,1600,125000,gut
1,glady mary,cadeddu,hofer,57.0,1700,4000,gut
2,picks flight (gb),murzabayev,smrczek,58.0,1700,4000,gut
3,tex hollow (gb),ganbat,smrczek,57.0,1700,4000,gut
4,divine bell,pecheur,kleinkorres,57.0,1700,4000,gut
5,mystery love (hol),bojko,wolters/nl,56.0,1700,4000,gut
6,gilbert,best,renggli,58.0,1700,4000,gut
7,quanita,seidl,gernreich,56.0,1700,4000,gut
8,kreuz bube,mela,thomas,55.0,1700,4000,gut
1,guardsman (ire),pecheur,meulen/nl,54.5,2200,7000,gut
2,lady mac ben (ire),piechulek,bolte,56.0,2200,7000,gut
3,rosinante (ire),de vries,klug,57.0,2200,7000,gut
4,dialekt,cadeddu,bolte,60.0,2200,7000,gut
5,linnova (fr),seidl,weißmeier,55.5,2200,7000,gut
-1,moon relation,snijders,suborics,57.0,2200,7000,gut
1,humita,woodburn,glodde,65.5,1800,5100,gut
2,fulmine luna (fr),fabris,duchon,59.0,1800,5100,gut
3,laytown (ire),brüggemann,storp,65.0,1800,5100,gut
4,hope solo (fr),laznovska,laznovska,62.0,1800,5100,gut
5,fazendas girl (gb),engels,storp,61.0,1800,5100,gut
6,lepanosie,müller,schnakenberg,63.0,1800,5100,gut
7,sea millions (gb),timpelan,fuhrmann,60.0,1800,5100,gut
1,jamies venture (fr),engels,gernreich,56.5,1550,5100,gut
1,compulsive (ire),giesgen,beer,57.0,1550,5100,gut
3,bad dog (gb),timpelan,fuhrmann,60.5,1550,5100,gut
4,trespassed (ire),woodburn,glodde,60.0,1550,5100,gut
5,brown beauty (ire),böhler,fuhrmann,49.0,1550,5100,gut
6,time queen (ire),bonk,schleusner-fruhriep,60.0,1550,5100,gut
7,burma king (ire),laznovska,laznovska,53.5,1550,5100,gut
8,pats best,brüggemann,storp,57.5,1550,5100,gut
9,ragazza (gb),müller,lindemann,53.0,1550,5100,gut
1,hellomoto (gb),peck,gernreich,57.0,2050,9000,gut
2,palmetto bay (gb),marcussen-schou,recke,59.0,2050,9000,gut
3,arabian dreamer (ire),brüggemann,storp,57.5,2050,9000,gut
4,novacovic,drexler,fuhrmann,59.5,2050,9000,gut
5,waldenser,bourillon,gröschel,61.5,2050,9000,gut
6,pass mark (gb),laznovska,laznovska,55.0,2050,9000,gut
7,torqueville,grant,timpelan,72.5,2050,9000,gut
8,songan,presits,glodde,54.5,2050,9000,gut
9,the tiger,dieltjens,schleusner-fruhriep,60.0,2050,9000,gut
10,onyxa,grbavcicova,lüker,61.5,2050,9000,gut
1,kastello,woodburn,glodde,67.0,1300,5100,gut
2,miss manja,engels,angermann,62.0,1300,5100,gut
3,porcupine creek (ire),laznovska,laznovska,60.0,1300,5100,gut
4,zauberei,müller,kienemann,59.0,1300,5100,gut
5,bective (ire),brüggemann,pohl,58.5,1300,5100,gut
6,its my turn (ire),bonk,schleusner-fruhriep,60.0,1300,5100,gut
7,kareless (ire),timpelan,fuhrmann,64.0,1300,5100,gut
8,danon perth (aus),müller,lindemann,53.0,1300,5100,gut
9,monte cinq (ire),beckmann,beckmann,67.5,1300,5100,gut
10,rateel (ire),giesgen,fuhrmann,57.0,1300,5100,gut
1,nero de avolo,giesgen,fuhrmann,58.0,2400,5100,gut
2,koonari (fr),beckmann,beckmann,65.0,2400,5100,gut
3,scouting for girls,peck,gernreich,57.0,2400,5100,gut
4,conistone (gb),engels,storp,57.5,2400,5100,gut
5,prairie sunshine,brüggemann,storp,63.5,2400,5100,gut
6,auennebel,woodburn,glodde,67.0,2400,5100,gut
7,red flash,straßmeier,straßmeier,59.5,2400,5100,gut
8,kopretina (cze),fabris,horakova,62.5,2400,5100,gut
9,wilek even (fr),straßmeier,straßmeier,57.0,2400,5100,gut
10,luminist (ire),timpelan,fuhrmann,62.0,2400,5100,gut
1,lara,woodburn,glodde,68.0,1300,5100,gut
2,shamrock emma (ire),timpelan,fuhrmann,62.5,1300,5100,gut
3,awjab (ire),rank,rank,62.0,1300,5100,gut
4,valmont (cze),fabris,duchon,66.5,1300,5100,gut
5,ohne tadel,steudle,lüker,61.0,1300,5100,gut
6,dicktation (gb),engels,recke,65.0,1300,5100,gut
7,krainhagen,brüggemann,fries-jung,62.0,1300,5100,gut
1,vertical rhythm (ire),engels,gernreich,62.0,1550,5100,gut
2,kiyana,timpelan,reineke,62.0,1550,5100,gut
3,summy way (ire),giesgen,fuhrmann,63.5,1550,5100,gut
4,cj parker (gb),rose,busch,61.5,1550,5100,gut
5,asaaleeb (usa),bourillon,hinzmann,64.0,1550,5100,gut
6,yes maybe (ire),böhler,fuhrmann,58.0,1550,5100,gut
7,samonas,marcussen-schou,recke,63.0,1550,5100,gut
8,little princess,brüggemann,recke,61.0,1550,5100,gut
1,cheviot (usa),best,hillis,55.0,800,5000,gut
2,romantic angel (usa),ganbat,falk,61.0,800,5000,gut
3,sequel,almonacid,figge,61.0,800,5000,gut
4,super d j (ire),lopez,giesgen,65.0,800,5000,gut
-1,voices of kings (gb),ehl,ehl,63.0,800,5000,gut
-1,walk in the room (hol),burg,mulder,53.0,800,5000,gut
1,wildfang,pedroza,gröschel,58.0,2000,5100,gut
2,bitcoin,seidl,klug,58.0,2000,5100,gut
3,narcisca (gb),ganbat,schiergen,55.0,2000,5100,gut
4,mondiale,scardino,klein,55.0,2000,5100,gut
5,khaleesi,lopez,klein,55.0,2000,5100,gut
6,funkenmarie,best,bolte,55.5,2000,5100,gut
7,gallardo (fr),almonacid,figge,57.0,2000,5100,gut
8,porte bonheur,cadeddu,hofer,57.0,2000,5100,gut
-1,spirit of success,hellyn,kleinkorres,57.0,2000,5100,gut
1,panthea (jpn),pedroza,wöhler,57.0,1750,5100,gut
2,choupette (fr),hellyn,kleinkorres,58.0,1750,5100,gut
3,sweet gold,ganbat,hickst,58.0,1750,5100,gut
4,la aluna,seidl,klug,57.0,1750,5100,gut
5,forever dream,clijmans,verheyen/bel,57.5,1750,5100,gut
6,ocean of glory,bojko,wöhler,57.0,1750,5100,gut
7,miss faye (fr),lopez,mongil,57.0,1750,5100,gut
1,eva gore (gb),henrique,jansen/nl,57.5,1600,5100,gut
2,baker street (gb),koyuncu,schwinn,55.5,1600,5100,gut
3,lady leoso,lopez,nienstädt,55.0,1600,5100,gut
4,aratika (fr),hellyn,hermans/nl,58.5,1600,5100,gut
5,atlas royal (fr),bojko,nienstädt,58.0,1600,5100,gut
6,sir bruno (fr),clijmans,verschueren/bel,59.5,1600,5100,gut
7,kulgri (gb),riehl,alles,54.5,1600,5100,gut
8,zadok,ganbat,henkenjohann,57.5,1600,5100,gut
9,prefect (gb),danz,bodenhagen,58.5,1600,5100,gut
10,conquistadorkitten (usa),cadeddu,stefutti,59.0,1600,5100,gut
11,perfect görl,seidl,smith,55.5,1600,5100,gut
12,soryu (fr),weis,weis,63.5,1600,5100,gut
-1,russian ranger (ire),haedens,dunk/nl,63.5,1600,5100,gut
1,marientaler (ire),riehl,werning,49.0,2000,5450,gut
2,dylan,lopez,riese,61.5,2000,5450,gut
3,wikileaks,cadeddu,weis,53.5,2000,5450,gut
4,culworth boy (ire),danz,bodenhagen,53.0,2000,5450,gut
5,sulphur (fr),müller,kleinkorres,52.5,2000,5450,gut
6,silver silk (fr),almonacid,figge,57.5,2000,5450,gut
7,christin,koyuncu,schwinn,60.0,2000,5450,gut
8,boccaccina (fr),haedens,engels/bel,52.0,2000,5450,gut
9,ole colonia,seidl,fuchs,57.0,2000,5450,gut
10,california cliffs (ire),henrique,heimburger,55.0,2000,5450,gut
11,interception,scardino,klein,55.0,2000,5450,gut
12,sea the blue (ire),santangelo,bodenhagen,53.0,2000,5450,gut
13,dutch master (gb),börnicke,meulen/nl,70.0,2000,5450,gut
14,opera snow,bojko,nienstädt,59.0,2000,5450,gut
1,leonarda,sanna,engels,54.0,2000,6500,gut
2,le roi du temps (usa),lopez,giesgen,54.5,2000,6500,gut
3,landkönig,cadeddu,hofer,59.5,2000,6500,gut
4,yeah cool (gb),best,smith,53.0,2000,6500,gut
5,suarez,henrique,bolte,60.0,2000,6500,gut
6,shambhala,bojko,hickst,52.0,2000,6500,gut
7,kitaneso (gb),scardino,klein,61.0,2000,6500,gut
8,magic knowles (fr),danz,hillis,52.0,2000,6500,gut
0,sessanto (ire),seidl,hickst,56.5,2000,6500,gut
1,wackere,seidl,klug,57.0,3200,5000,gut
2,germanwings (fr),müller,weißmeier,52.0,3200,5000,gut
3,baroncello,lopez,fuchs,63.0,3200,5000,gut
4,tinkers lane (ire),ganbat,paraknewitz-kalla,55.0,3200,5000,gut
5,donnadream (fr),danz,thomas,55.0,3200,5000,gut
6,sensible friend (gr),burg,mulder,55.0,3200,5000,gut
7,dellaheena lad (ire),koyuncu,symalla,55.0,3200,5000,gut
8,equiana (gb),cadeddu,weißmeier,53.5,3200,5000,gut
9,midnight game (gb),henrique,paraknewitz-kalla,55.0,3200,5000,gut
0,mister bojangles,scardino,weißmeier,55.0,3200,5000,gut
-1,leomar,best,weißmeier,58.0,3200,5000,gut
1,nica,henrique,bolte,56.5,1600,25000,gut
2,madita,pedroza,smrczek,58.0,1600,25000,gut
3,akuarella,bojko,moser,56.5,1600,25000,gut
4,emerita,cadeddu,gröschel,56.5,1600,25000,gut
5,folie de louise (fr),piccone,bocskai,59.5,1600,25000,gut
6,dathanna (ire),doyle,appleby,56.5,1600,25000,gut
7,viva gloria,lopez,hirschberger,56.5,1600,25000,gut
8,lovelett (ire),hellyn,figge,56.5,1600,25000,gut
9,afsane (fr),ganbat,smrczek,56.5,1600,25000,gut
10,dina,seidl,klug,56.5,1600,25000,gut
-1,larea (gb),best,schiergen,56.5,1600,25000,gut
1,el torito (ire),boysen,fuchs,62.0,1400,5100,gut
2,star gypsy (fr),riehl,werning,55.5,1400,5100,gut
3,dawn calling (ire),ganbat,smith,58.0,1400,5100,gut
4,rich roofer,hellyn,kleinkorres,61.0,1400,5100,gut
5,summer princess,seidl,mäder,54.0,1400,5100,gut
6,mississippi,henrique,heimburger,54.5,1400,5100,gut
7,wüstenlady,scardino,klein,60.5,1400,5100,gut
8,enjoy bilberry (fr),haedens,van den weghe/bel,62.0,1400,5100,gut
1,petite paris,best,weißmeier,56.0,2400,5100,gut
2,smentana,scardino,klein,60.0,2400,5100,gut
3,rockwell lloyd (ire),lopez,smith,58.5,2400,5100,gut
4,past sina,müller,kleinkorres,56.5,2400,5100,gut
5,schirkan,riehl,klein,53.0,2400,5100,gut
6,lady maxi,bojko,hickst,58.0,2400,5100,gut
7,ensign ewart (gb),ganbat,alles,56.5,2400,5100,gut
1,liberty london,panov,gröschel,58.0,2000,7000,gut bis weich
2,floreala,murzabayev,almenräder,57.0,2000,7000,gut bis weich
3,quita (gb),piechulek,hickst,57.0,2000,7000,gut bis weich
4,elvira,de vries,klug,58.0,2000,7000,gut bis weich
5,aluna,vogt,bocskai,57.0,2000,7000,gut bis weich
6,simbaya,minarik,hickst,57.0,2000,7000,gut bis weich
7,eyes on fire,pecheur,kleinkorres,58.0,2000,7000,gut bis weich
8,salon law,starke,schiergen,57.0,2000,7000,gut bis weich
1,toriano (fr),casamento,hickst,58.0,1400,6500,gut bis weich
2,arguin (fr),minarik,sauer,58.0,1400,6500,gut bis weich
3,kranachberg (fr),panov,hillis,57.0,1400,6500,gut bis weich
4,toskala,pecheur,rotering,55.0,1400,6500,gut bis weich
5,ramondo,murzabayev,keller,57.0,1400,6500,gut bis weich
6,sevillano,geisler,geisler,57.0,1400,6500,gut bis weich
7,innuendo,schiergen,möller,57.0,1400,6500,gut bis weich
0,expediate (gb),piechulek,lenaers/bel,58.0,1400,6500,gut bis weich
1,serena,casamento,gröschel,56.5,2200,25000,gut
2,sword peinture,minarik,suborics,56.5,2200,25000,gut
3,watayouna (fr),thomas,graffard,58.0,2200,25000,gut
4,amorella (ire),de vries,klug,58.0,2200,25000,gut
5,anna magnolia (fr),panov,moser,56.5,2200,25000,gut
6,wonder of lips,starke,devin,58.0,2200,25000,gut
7,cheshmeh (fr),veron,grewe,56.5,2200,25000,gut
8,nacida,pecheur,almenräder,58.0,2200,25000,gut
9,sweet soul music,schiergen,suter-weber/ch,56.5,2200,25000,gut
10,indian dream,murzabayev,rulec,56.5,2200,25000,gut
1,magadan,murzabayev,hirschberger,57.5,1600,7000,gut
2,daily delight,minarik,figge,56.5,1600,7000,gut
3,arionna,de vries,potters,55.5,1600,7000,gut
4,gemma blu,starke,schiergen,56.5,1600,7000,gut
5,schnucki,mouchova,schneider,55.5,1600,7000,gut
6,saguaro,vogt,bocskai,57.5,1600,7000,gut
7,black and blue (fr),casamento,hofer,56.0,1600,7000,gut
8,irish poseidon,pecheur,demme,58.0,1600,7000,gut
1,zamani,pecheur,demme,55.0,2000,8700,gut
2,new order,schiergen,stech,57.5,2000,8700,gut
3,dreamcatcher,de vries,potters,55.5,2000,8700,gut
4,amazing soldier,starke,glanz,55.0,2000,8700,gut
5,whaling story,vogt,bocskai,60.5,2000,8700,gut
6,zindai,murzabayev,smrczek,57.0,2000,8700,gut
7,purple rose,casamento,nedorostek,55.0,2000,8700,gut
8,power bullet (ire),polli,mäder,56.0,2000,8700,gut
9,montepulciano,minarik,hillis,58.0,2000,8700,gut
10,shark attack (ire),piechulek,neureuther,60.0,2000,8700,gut
11,high seas (ire),weißmeier,weißmeier,60.5,2000,8700,gut
12,medaillon (fr),panov,schütz,56.5,2000,8700,gut
13,dr smolder (ire),grigorieva,recke,56.0,2000,8700,gut
14,nakimo,braye,schneider,61.5,2000,8700,gut
1,ricardo,pecheur,bolte,54.0,2400,14000,gut
2,innenminister,murzabayev,bolte,58.5,2400,14000,gut
3,investor (fr),vogt,bocskai,58.0,2400,14000,gut
4,wirbelwind,mouchova,vovcenko,55.0,2400,14000,gut
5,luciani,starke,moser,61.5,2400,14000,gut
6,damavand,de vries,hofer,56.0,2400,14000,gut
7,mondaine,veron,glanz,53.0,2400,14000,gut
8,arktis,minarik,hammer-hansen,55.5,2400,14000,gut
9,adao (gb),panov,richter,54.0,2400,14000,gut
10,aru,casamento,hickst,57.5,2400,14000,gut
1,the revenant (gb),thomas,graffard,58.0,1600,70000,gut
2,imaging (gb),orr,weld/irl,58.0,1600,70000,gut
3,go to hollywood (fr),veron,barberot/fr,52.5,1600,70000,gut
4,volfango (ire),blondel,vermeulen/fr,58.0,1600,70000,gut
5,palace prince,minarik,carvalho,58.0,1600,70000,gut
6,kronprinz,starke,schiergen,58.0,1600,70000,gut
7,aviateur (fr),murzabayev,kleinkorres,58.0,1600,70000,gut
8,melodino,pecheur,demme,58.0,1600,70000,gut
9,degas,de vries,klug,58.0,1600,70000,gut
1,nordinsky,panov,moser,59.5,1800,10000,gut
2,sarino,casamento,hickst,52.0,1800,10000,gut
3,viscount vert (ire),de vries,potters,55.5,1800,10000,gut
4,humarius,schiergen,stech,57.5,1800,10000,gut
5,pacamara (ire),lheureux,schärer,53.0,1800,10000,gut
6,laquyood (gb),piechulek,glanz,59.5,1800,10000,gut
7,incorruptible (ire),weißmeier,weißmeier,53.5,1800,10000,gut
8,imandra,minarik,gröschel,54.5,1800,10000,gut
9,athos dazur (fr),vogt,bocskai,61.0,1800,10000,gut
10,fire linn (fr),starke,jonkhart/nl,54.0,1800,10000,gut
11,land of fire (ire),snijders,keller,61.0,1800,10000,gut
12,feroe dilliat (fr),pecheur,göritz,56.5,1800,10000,gut
1,tornaldo,murzabayev,weber,55.5,2200,11000,gut
2,love fifteen,de vries,potters,59.0,2200,11000,gut
3,irawadi,minarik,gröschel,54.5,2200,11000,gut
4,amon (ire),piechulek,bolte,60.0,2200,11000,gut
5,esslinger,starke,smrczek,60.0,2200,11000,gut
6,pissarro,mouchova,rudolph,56.5,2200,11000,gut
7,rashida,lheureux,schärer,57.0,2200,11000,gut
8,three streams (ire),schiergen,stech,58.0,2200,11000,gut
9,shagan,snijders,berg,63.0,2200,11000,gut
10,kenmor (fr),geisler,geisler,57.0,2200,11000,gut
11,prairie moonshine,pecheur,demme,56.5,2200,11000,gut
1,chicago bere (fr),marcialis,lenaers/bel,60.5,1200,8200,gut
2,casinomaster (ire),casamento,fuhrmann,57.5,1200,8200,gut
3,orpens art (ire),snijders,lanslots,57.0,1200,8200,gut
4,strictly carter (gb),starke,lanslots,59.0,1200,8200,gut
5,cove beach (gb),murzabayev,fechner,61.5,1200,8200,gut
6,lady cristal (ire),grigorieva,friesdorf,60.5,1200,8200,gut
7,fire whirl (gb),minarik,möller,53.0,1200,8200,gut
8,magic quercus (fr),mouchova,mayer,58.0,1200,8200,gut
9,owanga,de vries,potters,55.5,1200,8200,gut
10,agadeer (gb),weißmeier,weißmeier,56.0,1200,8200,gut
11,seebring (ire),vogt,sonntag,58.0,1200,8200,gut
12,salinas road (fr),pecheur,mayer,52.0,1200,8200,gut
1,ashrun (fr),pedroza,wöhler,57.0,2200,7000,gut
2,sommelier,minarik,schiergen,57.0,2200,7000,gut
3,calico,starke,schiergen,58.0,2200,7000,gut
4,flight to hongkong (ire),scardino,klein,58.0,2200,7000,gut
4,in memory (ire),seidl,richter,56.0,2200,7000,gut
6,alario,casamento,hickst,58.0,2200,7000,gut
7,nextwave (fr),ganbat,smrczek,57.0,2200,7000,gut
8,golden tango,murzabayev,klein,57.0,2200,7000,gut
-1,brighton rock,pecheur,suborics,57.0,2200,7000,gut
-1,walerian,de vries,klug,57.0,2200,7000,gut
1,gallina du moulin (fr),pecheur,schwinn,57.0,1800,6500,gut
2,earl,starke,hammer-hansen,58.0,1800,6500,gut
3,sasuka,seidl,gülcher,56.0,1800,6500,gut
4,celgari (fr),de vries,hillis,57.0,1800,6500,gut
5,vadamousse (gb),ganbat,birner,58.0,1800,6500,gut
6,dialah,minarik,weber,56.0,1800,6500,gut
7,sky queen (fr),almonacid,figge,57.0,1800,6500,gut
8,ti punch (fr),murzabayev,rulec,58.0,1800,6500,gut
9,big major cay (fr),vogt,leiner,58.0,1800,6500,gut
10,keshmere (fr),weißmeier,maya,56.0,1800,6500,gut
-1,cachalot (fr),koyuncu,rudolph,58.0,1800,6500,gut
-1,neottia,cadeddu,almenräder,56.0,1800,6500,gut
1,preciosa,murzabayev,dzubasz,58.0,1800,25000,gut
2,freedom rising,cadeddu,almenräder,58.0,1800,25000,gut
3,ismene,minarik,carvalho,58.0,1800,25000,gut
4,nayala (gb),bojko,wöhler,58.0,1800,25000,gut
5,pietra della luna (ire),hamelin,figge,58.0,1800,25000,gut
6,silken mary (ire),ganbat,stech,55.0,1800,25000,gut
7,firebird song (ire),cheminaud,pantall/fr,59.0,1800,25000,gut
8,tundra,starke,schiergen,55.0,1800,25000,gut
9,nijinska,de vries,klug,58.0,1800,25000,gut
10,ghislaine (gb),casamento,hickst,58.0,1800,25000,gut
11,navega,seidl,klug,58.0,1800,25000,gut
-1,candy crush,pedroza,wöhler,58.0,1800,25000,gut
-1,flighty almighty (gb),kingscote,dascombe/gb,58.0,1800,25000,gut
1,alinaro,murzabayev,grewe,57.5,1800,22500,gut
2,santiano,seidl,reineke,59.0,1800,22500,gut
3,fulminato,piechulek,bolte,59.0,1800,22500,gut
4,ronaldo,de vries,suborics,56.5,1800,22500,gut
5,realisator (fr),vogt,wolters/nl,52.0,1800,22500,gut
6,shutterbug (fr),hamelin,mongil,56.5,1800,22500,gut
7,doinyo,minarik,zschache,54.0,1800,22500,gut
8,mister onyx,cadeddu,glanz,53.0,1800,22500,gut
9,northern rock,snijders,smrczek,58.0,1800,22500,gut
10,sugar daddy,starke,hammer-hansen,55.0,1800,22500,gut
-1,rapido,best,snackers,57.5,1800,22500,gut
1,mockingjay,panov,angermann,57.0,1600,11000,gut
2,maya,vogt,schütz,57.5,1600,11000,gut
3,dolokhov (gb),ganbat,smrczek,57.5,1600,11000,gut
4,naledi,starke,glanz,55.0,1600,11000,gut
5,anarchy (gb),seidl,van kempen/nl,53.0,1600,11000,gut
6,adaris,cadeddu,gröschel,57.0,1600,11000,gut
7,kinetic cross (gb),casamento,glanz,59.5,1600,11000,gut
8,sunnylea,schiergen,stech,60.0,1600,11000,gut
9,town charter (usa),piechulek,weißmeier,59.5,1600,11000,gut
10,facts and figures (ire),murzabayev,urbanek,56.0,1600,11000,gut
11,heavensfield (gb),de vries,wolters/nl,59.5,1600,11000,gut
12,darienne du pre,bojko,geisler,54.0,1600,11000,gut
13,impactful (ire),pecheur,meulen/nl,59.5,1600,11000,gut
14,highland dragon (gb),braye,bauer,60.0,1600,11000,gut
-1,so brave,minarik,barsig,60.5,1600,11000,gut
-1,pearl cross (ire),lheureux,schärer,57.0,1600,11000,gut
1,namos,panov,moser,56.5,1200,55000,gut
2,the right man (gb),bertras,guillemin/fr,60.0,1200,55000,gut
3,mc queen (fr),cadeddu,almenräder,60.0,1200,55000,gut
4,iron duke,starke,schiergen,56.5,1200,55000,gut
5,yuman (fr),murzabayev,rulec,60.0,1200,55000,gut
6,julio,de vries,carvalho,60.0,1200,55000,gut
7,shining emerald (gb),pedroza,wöhler,60.0,1200,55000,gut
8,zargun,hamelin,grewe,60.0,1200,55000,gut
1,be master (fr),bojko,tuma,60.0,2800,10000,gut
2,bottleofsmoke (ire),murzabayev,keller,58.0,2800,10000,gut
3,mod (gb),pecheur,meulen/nl,57.0,2800,10000,gut
4,panoramica (gb),cadeddu,hofer,59.0,2800,10000,gut
5,escobar,de vries,barsig,60.0,2800,10000,gut
6,barabash,minarik,urbanek,57.0,2800,10000,gut
7,shrubland (gb),lopez,recke,58.5,2800,10000,gut
8,power general (ire),pedroza,wöhler,56.5,2800,10000,gut
9,venezianus,piechulek,bolte,60.5,2800,10000,gut
1,lavelle dor (ire),weber,weber,63.5,2200,8000,gut
2,flirt (fr),biessey,glanz,59.5,2200,8000,gut
3,shoemaker,timpelan,vovcenko,67.0,2200,8000,gut
4,septimer (ire),guenet,recke,65.0,2200,8000,gut
5,ma jolie cherie,giesgen,giesgen,62.0,2200,8000,gut
6,reti eröffnung,woodburn,schwinn,59.5,2200,8000,gut
7,cyrus sod (gb),braye,leiner,60.0,2200,8000,gut
8,shilo (ire),brüggemann,storp,62.5,2200,8000,gut
9,la kabbale,bonk,schwinn,62.5,2200,8000,gut
10,gambia queen (ire),fleißner,figge,57.5,2200,8000,gut
11,anni domani,engels,schleppi,56.0,2200,8000,gut
12,superkate (gb),straßmeier,maya,61.5,2200,8000,gut
-1,heart ahead (ire),van eck/nl,hillis,67.0,2200,8000,gut
1,pomme de terre (ire),bojko,recke,60.0,1400,8700,gut
2,forsanti,cadeddu,potters,58.5,1400,8700,gut
3,mister bean,piechulek,angermann,58.5,1400,8700,gut
4,avarengo,de vries,potters,60.5,1400,8700,gut
5,filimon,pecheur,vovcenko,59.0,1400,8700,gut
6,highly favoured (ire),murzabayev,storp,58.5,1400,8700,gut
7,spiritofedinburgh (ire),weißmeier,weißmeier,60.5,1400,8700,gut
8,dakarus fritz,casamento,figge,56.0,1400,8700,gut
9,blue distant,vogt,schütz,55.5,1400,8700,gut
10,wayatos (fr),schiergen,schärer,57.0,1400,8700,gut
11,patty patch (gb),lopez,storp,58.5,1400,8700,gut
12,lady lilian,panov,richter,57.0,1400,8700,gut
13,grise lightning (fr),minarik,hirschberger,59.5,1400,8700,gut
14,decadent times (ire),seidl,blumenauer,53.0,1400,8700,gut
15,soriano (hun),hamelin,geisler,59.0,1400,8700,gut
-1,log in (fr),snijders,rohne,63.5,1400,8700,gut
-1,hurricane harry (gb),best,ehl,61.5,1400,8700,gut
1,foxboro,starke,schiergen,58.0,2200,6500,gut
2,quantum love,hofer,mayer,56.0,2200,6500,gut
3,wynona,piechulek,glanz,56.5,2200,6500,gut
4,sigismund (ire),cadeddu,almenräder,57.5,2200,6500,gut
