Place,Horse_name,Jockey_name,Trainer_name,Weight,Distance,Prize,Ground_state
1,hoseo,ganbat,,58.5,1800,0,trocken
2,foolproof,best,,55.5,1800,0,trocken
3,acidici,palik,,59.0,1800,0,trocken
4,pussycat doll,pecheur,,53.5,1800,0,trocken
5,renoir,bojko,,54.0,1800,0,trocken
6,erlian,fehr,,56.0,1800,0,trocken
7,aconoro,krowicki,,57.0,1800,0,trocken
8,bon spiel,weißmeier,,54.0,1800,0,trocken
9,noblement,schiergen,,60.0,1800,0,trocken
10,tremendous,hofer,,54.5,1800,0,trocken
11,winterkönig,danz,,51.0,1800,0,trocken
12,singha,richter,,52.0,1800,0,trocken
1,la next,wagner,,56.0,1950,0,trocken
2,sauber,brüggemann,,62.0,1950,0,trocken
3,shakti,ganbat,,59.5,1950,0,trocken
4,belle zorro,oppermann,,57.5,1950,0,trocken
5,frau luna,weißmeier,,53.0,1950,0,trocken
6,olivia,best,,56.0,1950,0,trocken
7,a kuku,krowicki,,58.0,1950,0,trocken
8,senara,koch,,56.0,1950,0,trocken
9,sterngold,hellyn,,59.0,1950,0,trocken
10,kokotte,palik,,56.0,1950,0,trocken
11,rocket night,danz,,58.0,1950,0,trocken
12,sir nicolas,wandt,,57.0,1950,0,trocken
13,clivia,hofer,,55.0,1950,0,trocken
14,anoro,richter,,61.0,1950,0,trocken
1,lordsbury pride,schiergen,,59.5,1100,0,nass
2,sharp bullet,richter,,56.0,1100,0,nass
3,ooi long,best,,56.0,1100,0,nass
4,choice words,bojko,,56.0,1100,0,nass
5,mishtaag (gb),hofer,,56.5,1100,0,nass
6,xi,oppermann,,51.0,1100,0,nass
7,middleton flyer (ire),beckmann,,51.0,1100,0,nass
1,keyana,vethaak/nl,,57.5,1100,0,nass
2,royal bonita,schiergen,,57.0,1100,0,nass
3,cool eagle,buscheinen,,56.5,1100,0,nass
4,madayan,weißmeier,,61.5,1100,0,nass
5,sir hilleshage,goossens,,68.5,1100,0,nass
6,braendon,rogl,,58.5,1100,0,nass
7,papageno,ehm,,53.0,1100,0,nass
8,cascada,beckmann,,59.0,1100,0,nass
9,spiffing,rank,,57.0,1100,0,nass
1,obelix,ganbat,,55.0,1500,0,nass
2,manisa (fr),hellyn,,56.0,1500,0,nass
3,welcome in life,danz,,53.5,1500,0,nass
4,chartreuse,bojko,,56.0,1500,0,nass
5,carlos moheba,schiergen,,57.5,1500,0,nass
6,chachani,glomba,,57.0,1500,0,nass
1,imondo,oppermann,,61.5,1900,0,nass
2,guardian angel,gibson,,62.0,1900,0,nass
3,labbezanga,schiergen,,60.0,1900,0,nass
4,sharano,hellyn,,59.0,1900,0,nass
5,los cantos,bojko,,56.0,1900,0,nass
6,hideki danon,ganbat,,55.0,1900,0,nass
1,birthday guest,wagner,,58.0,1900,0,nass
2,agosto,ganbat,,59.0,1900,0,nass
3,earl dragon,richter,,59.5,1900,0,nass
4,gabrial the prince (ire),glomba,,52.0,1900,0,nass
5,zerzura,goossens,,61.5,1900,0,nass
6,la gospa,bojko,,56.0,1900,0,nass
7,kerito,hellyn,,58.0,1900,0,nass
1,look out,hellyn,,57.5,2300,0,nass
2,entourage,best,,58.0,2300,0,nass
3,charmony,richter,,59.0,2300,0,nass
4,anna bellamy,schiergen,,56.0,2300,0,nass
5,dwayne,hofer,,55.0,2300,0,nass
6,occiobella,ganbat,,56.0,2300,0,nass
7,il ticino,gibson,,61.0,2300,0,nass
8,fürwahr,danz,,52.0,2300,0,nass
9,monolithos,bojko,,54.5,2300,0,nass
1,air dream,danz,,64.5,1500,0,nass
2,nightdance prince,oppermann,,57.0,1500,0,nass
3,be my lion,wagner,,56.0,1500,0,nass
4,eastside gallery,ganbat,,63.5,1500,0,nass
5,count lucien,hofer,,56.0,1500,0,nass
6,dulce et decorum,weißmeier,,55.0,1500,0,nass
7,destivo,richter,,55.0,1500,0,nass
8,nugget,beckmann,,52.5,1500,0,nass
9,odur,best,,54.0,1500,0,nass
1,very nice,danz,,54.0,2500,0,nass
2,jules verne,schiergen,,56.0,2500,0,nass
3,tinley lodge,wandt,,56.0,2500,0,nass
4,fresh lady,bojko,,58.0,2500,0,nass
5,nelson,porcu,,58.0,2500,0,nass
6,alrune,hofer,,56.0,2500,0,nass
1,worlds danger,wagner,,63.0,1200,0,nass
2,sharp bullet,gibson,,58.0,1200,0,nass
3,belmondo (gb),seidl,,63.0,1200,0,nass
4,acidici,richter,,59.0,1200,0,nass
5,pantella,oppermann,,58.5,1200,0,nass
6,for pro,best,,60.0,1200,0,nass
7,chairlady,danz,,50.5,1200,0,nass
8,silberlinde,weißmeier,,59.0,1200,0,nass
1,argentario,schiergen,,57.5,1700,0,nass
2,ribbery,wandt,,58.0,1700,0,nass
3,alte liebe,pecheur,,55.5,1700,0,nass
4,randwick,bojko,,57.5,1700,0,nass
5,lotosfee,richter,,55.5,1700,0,nass
6,change the way,hofer,,55.5,1700,0,nass
7,ansonica,hellyn,,55.5,1700,0,nass
8,laconda,werning,,56.0,1700,0,nass
1,sauber,brüggemann,,56.0,1950,0,nass
2,princess dumont,oppermann,,52.0,1950,0,nass
3,aconoro,krowicki,,61.0,1950,0,nass
4,noblement,schiergen,,64.5,1950,0,nass
5,auendancer,wagner,,56.5,1950,0,nass
6,serko (fr) (h),seidl,,56.0,1950,0,nass
7,orsella,best,,57.5,1950,0,nass
8,amanjena,danz,,61.5,1950,0,nass
1,diyalani,hellyn,,57.5,1950,0,nass
2,big moun (fr),schiergen,,58.0,1950,0,nass
3,alkaldo,porcu,,58.0,1950,0,nass
4,othelco,krowicki,,57.0,1950,0,nass
5,oceanprincess,weis,,58.0,1950,0,nass
6,tyhlie,danz,,53.0,1950,0,nass
7,oro americana,best,,55.0,1950,0,nass
8,lotosperle,richter,,55.0,1950,0,nass
9,pauve,pecheur,,55.0,1950,0,nass
1,imondo,oppermann,,59.5,1950,0,nass
2,usbeke,ganbat,,61.0,1950,0,nass
3,little millenium,pecheur,,52.0,1950,0,nass
4,guardian angel,best,,59.0,1950,0,nass
5,feather storm,wandt,,53.0,1950,0,nass
6,falakee (gb),hofer,,62.5,1950,0,nass
7,nena,porcu,,54.0,1950,0,nass
8,flashing star,seidl,,55.0,1950,0,nass
9,fiftys brother,richter,,52.0,1950,0,nass
1,ciocco sam,wagner,,60.0,1800,0,nass
2,shakti,seidl,,60.5,1800,0,nass
3,senara,bojko,,56.0,1800,0,nass
4,frau luna,hofer,,54.0,1800,0,nass
5,leccoginella,porcu,,56.0,1800,0,nass
6,velassio,danz,,56.5,1800,0,nass
7,olivia,best,,54.0,1800,0,nass
8,najade,ermashev,,58.0,1800,0,nass
1,la padrona,best,,57.5,2500,0,nass
2,chilworth lass,seidl,,53.5,2500,0,nass
3,a kuku,krowicki,,54.0,2500,0,nass
4,site sentry,werning,,58.5,2500,0,nass
5,pyrido,richter,,54.5,2500,0,nass
6,rocket night,danz,,53.5,2500,0,nass
7,billy boy blue,ganbat,,58.5,2500,0,nass
8,cool arrogance,gibson,,57.5,2500,0,nass
9,true lies,wandt,,53.0,2500,0,nass
10,capitain rodgers,murke,,58.5,2500,0,nass
11,sekundant (cze),schiergen,,59.5,2500,0,nass
1,la next,wagner,,59.0,1800,0,nass
2,pussycat doll,ganbat,,60.5,1800,0,nass
3,manager,best,,60.5,1800,0,nass
4,papageno,bojko,,54.0,1800,0,nass
5,blue princesse,hofer,,55.0,1800,0,nass
6,austin powers,murke,,54.0,1800,0,nass
7,rolling sea,richter,,56.0,1800,0,nass
8,sweet cat,werning,,56.0,1800,0,nass
9,dancing all night,wandt,,57.5,1800,0,nass
10,miss dynamite,pecheur,,54.0,1800,0,nass
1,keyana,vethaak/nl,,56.5,1100,0,nass
2,mishtaag (gb),oppermann,,61.0,1100,0,nass
3,madayan,gibson,,57.5,1100,0,nass
4,cool eagle,wandt,,52.5,1100,0,nass
5,no limit,mouchova,,57.0,1100,0,nass
6,royal bonita,pecheur,,53.0,1100,0,nass
7,first beauty,ganbat,,59.0,1100,0,nass
1,shaw,bojko,,58.0,2300,0,nass
2,occiobella,hellyn,,54.5,2300,0,nass
3,therrana,wandt,,56.0,2300,0,nass
4,impulsion,weis,,57.5,2300,0,nass
5,sir mordred,hofer,,56.5,2300,0,nass
6,national flag,braem,,58.0,2300,0,nass
7,kostolanyi,glomba,,56.5,2300,0,nass
8,kaitana,pecheur,,56.0,2300,0,nass
1,anna bellamy,mattes,,60.0,2300,0,nass
2,ami rouge,pecheur,,58.0,2300,0,nass
3,bawaab,piechulek,,57.5,2300,0,nass
4,petit filou,mouchova,,60.0,2300,0,nass
5,dwayne,gibson,,58.5,2300,0,nass
6,rocket night,hofer,,57.5,2300,0,nass
7,decado,wandt,,54.0,2300,0,nass
8,true lies,oppermann,,50.5,2300,0,nass
9,overclass,bojko,,55.5,2300,0,nass
10,amor fati,braem,,58.0,2300,0,nass
1,pumpgun,mouchova,,52.0,1500,0,nass
2,belle zorro,glomba,,52.0,1500,0,nass
3,""" heavens gift """,ganbat,,57.5,1500,0,nass
4,nightdance prince,oppermann,,57.0,1500,0,nass
5,destivo,piechulek,,54.5,1500,0,nass
6,amanjena,wandt,,55.0,1500,0,nass
7,sir hilleshage,hellyn,,56.5,1500,0,nass
1,twin star,hofer,,57.5,1900,0,nass
2,zerzura,weißmeier,,61.5,1900,0,nass
3,""" timms pearly """,hellyn,,55.0,1900,0,nass
4,agosto,ganbat,,59.0,1900,0,nass
5,earl dragon,piechulek,,58.5,1900,0,nass
6,serafina,pecheur,,58.0,1900,0,nass
7,count lucien,mouchova,,52.0,1900,0,nass
8,chawanga,weis,,57.5,1900,0,nass
9,gabrial the prince (ire),glomba,,52.0,1900,0,nass
1,seto,pedroza,,57.0,1700,0,nass
2,victor hugo alezan,seidl,,55.5,1700,0,nass
3,big moun (fr),schiergen,,58.0,1700,0,nass
4,manisa (fr),hellyn,,56.0,1700,0,nass
5,königstein,krowicki,,57.0,1700,0,nass
6,silent hill,moffatt,,57.0,1700,0,nass
7,charlie fable,oppermann,,52.0,1700,0,nass
8,pont de normandie,pecheur,,55.0,1700,0,nass
1,sauber,brüggemann,,58.0,1700,0,nass
2,alkaldo,seidl,,58.5,1700,0,nass
3,tremendous,hofer,,58.0,1700,0,nass
4,noblement,schiergen,,63.0,1700,0,nass
5,input,weis,,61.5,1700,0,nass
6,gold prize,mouchova,,52.0,1700,0,nass
7,kalitas,krowicki,,58.5,1700,0,nass
8,foolproof,moffatt,,59.5,1700,0,nass
9,nantana,murke,,53.0,1700,0,nass
1,pussycat doll,schiergen,,65.5,1950,0,nass
2,frau luna,werning-hagemann,,55.0,1950,0,nass
3,jukebox hero,brüggemann,,60.0,1950,0,nass
4,chilworth lass,mattes,,55.5,1950,0,nass
5,rubacuori,weißmeier,,59.0,1950,0,nass
6,al punto,herresthal,,59.5,1950,0,nass
7,spiffing,rank,,55.0,1950,0,nass
1,arizona star,schiergen,,58.0,1950,0,nass
2,kronerbe,mouchova,,58.0,1950,0,nass
3,erlian,schiergen,,55.0,1950,0,nass
4,othelco,krowicki,,58.0,1950,0,nass
5,nelson,ganbat,,55.0,1950,0,nass
6,neapel,hofer,,56.5,1950,0,nass
7,olivia,moffatt,,56.0,1950,0,nass
8,aunt ger,pecheur,,56.0,1950,0,nass
1,touch of time,krowicki,,55.0,1800,0,nass
2,hoseo,hofer,,57.0,1800,0,nass
3,elgin,seidl,,58.5,1800,0,nass
4,guardian angel,oppermann,,56.5,1800,0,nass
5,brunello,ganbat,,55.0,1800,0,nass
6,fresh lady,schiergen,,57.5,1800,0,nass
7,little millenium,pecheur,,55.0,1800,0,nass
1,war bride,gibson,,60.5,1200,0,nass
2,marolo,oppermann,,55.0,1200,0,nass
3,ricadonna,murke,,55.5,1200,0,nass
4,sapphire,mattes,,62.0,1200,0,nass
5,""" kunos ritter """,hofer,,53.5,1200,0,nass
6,no limit,mouchova,,52.0,1200,0,nass
7,sharp bullet,echariaa,,60.0,1200,0,nass
8,sweet cat,pecheur,,52.0,1200,0,nass
1,senara,krowicki,,56.0,1700,0,nass
2,anna greta,ganbat,,58.0,1700,0,nass
3,favorfoot danon (ire),mouchova,,54.0,1700,0,nass
4,sterngold,hellyn,,57.5,1700,0,nass
5,austin powers,murke,,54.0,1700,0,nass
6,shakti,seidl,,60.5,1700,0,nass
7,papageno,pecheur,,54.0,1700,0,nass
8,velassio,echariaa,,53.0,1700,0,nass
9,count lucien,rank,,54.0,1700,0,nass
10,clivia,hofer,,54.0,1700,0,nass
1,charmony,weis,,57.5,2500,0,nass
2,la padrona,seidl,,54.0,2500,0,nass
3,capitain rodgers,murke,,52.5,2500,0,nass
4,sekundant (cze),mouchova,,52.0,2500,0,nass
5,site sentry,pecheur,,52.0,2500,0,nass
6,fürwahr,moffatt,,52.0,2500,0,nass
7,bondola,krowicki,,54.5,2500,0,nass
8,nena,ganbat,,62.0,2500,0,nass
9,kiowa,hellyn,,57.5,2500,0,nass
1,keyana,troost,,53.0,1100,0,trocken
2,worlds danger,bohl,,65.5,1100,0,trocken
3,air dream,danz,,67.5,1100,0,trocken
4,hay fever,pecheur,,53.0,1100,0,trocken
5,mishtaag (gb),hofer,,58.0,1100,0,trocken
6,danon perth (aus),gibson,,64.5,1100,0,trocken
7,pantella,oppermann,,58.5,1100,0,trocken
1,town rebel,mattes,,56.0,1500,0,trocken
2,amanjena,laznovska,,55.0,1500,0,trocken
3,sir hilleshage,starke,,59.0,1500,0,trocken
4,dulce et decorum,gibson,,58.0,1500,0,trocken
5,destivo,hofer,,56.0,1500,0,trocken
6,pumpgun,mouchova,,60.0,1500,0,trocken
7,chairlady,moffatt,,54.0,1500,0,trocken
1,labbezanga,starke,,56.0,1900,0,trocken
2,pacha,pecheur,,57.5,1900,0,trocken
3,liberta,mattes,,55.0,1900,0,trocken
4,saturin,mouchova,,58.0,1900,0,trocken
5,tyhlie,glomba,,55.5,1900,0,trocken
1,pagan warrior (ire),glomba,,58.0,1500,0,trocken
2,royal bonita,moffatt,,54.5,1500,0,trocken
3,leccoginella,mouchova,,55.0,1500,0,trocken
4,kerito,troost,,59.0,1500,0,trocken
5,papageno,pecheur,,54.0,1500,0,trocken
6,chachani,hofer,,56.0,1500,0,trocken
7,red hot chilly,ganbat,,59.0,1500,0,trocken
1,dwayne,glomba,,55.0,1900,0,trocken
2,royal kiss,mattes,,55.0,1900,0,trocken
3,pretty man,beckmann,,49.0,1900,0,trocken
4,royal directa,baltromei,,65.0,1900,0,trocken
5,gold prize,mouchova,,52.5,1900,0,trocken
6,princess dumont,oppermann,,53.0,1900,0,trocken
7,orsella,danz,,56.0,1900,0,trocken
8,manager,hofer,,56.5,1900,0,trocken
9,white river,laznovska,,57.0,1900,0,trocken
10,""" timms pearly """,vethaak/nl,,58.0,1900,0,trocken
1,earl dragon,starke,,58.0,1900,0,trocken
2,zerzura,mouchova,,61.5,1900,0,trocken
3,feather storm,ganbat,,60.0,1900,0,trocken
4,auenboss,weis,,62.0,1900,0,trocken
5,look out,troost,,57.5,1900,0,trocken
6,nasibow,brüggemann,,63.0,1900,0,trocken
7,""" kings special """,glomba,,52.0,1900,0,trocken
1,anna bellamy,oppermann,,57.5,2300,0,trocken
2,kiowa,gibson,,58.0,2300,0,trocken
3,bawaab,starke,,55.5,2300,0,trocken
4,velassio,danz,,50.5,2300,0,trocken
5,petit filou,mouchova,,56.0,2300,0,trocken
6,occiobella,ganbat,,59.0,2300,0,trocken
7,pyrido,richter,,53.5,2300,0,trocken
8,ribana,moffatt,,52.0,2300,0,trocken
9,braendon,laznovska,,53.0,2300,0,trocken
10,""" timms lad """,troost,,56.5,2300,0,trocken
11,penny pitcher,glomba,,53.5,2300,0,trocken
12,ami rouge,pecheur,,54.0,2300,0,trocken
13,rocket night,hofer,,53.0,2300,0,trocken
1,tinley lodge,wandt,,57.5,1800,0,trocken
2,aosta spring,starke,,56.0,1800,0,trocken
3,big moun (fr),schiergen,,58.0,1800,0,trocken
4,victor hugo alezan,richter,,58.0,1800,0,trocken
5,silent hill,porcu,,57.0,1800,0,trocken
6,ricasiendo,bojko,,57.0,1800,0,trocken
7,königstein,krowicki,,57.0,1800,0,trocken
1,aconoro,krowicki,,56.0,1950,0,trocken
2,la next,wandt,,57.0,1950,0,trocken
3,hoseo,ganbat,,62.0,1950,0,trocken
4,tremendous,hofer,,54.0,1950,0,trocken
5,nelson,porcu,,56.5,1950,0,trocken
6,sauber,brüggemann,,59.0,1950,0,trocken
1,dragoslav (gb),frank,,57.0,1200,0,trocken
2,sharp bullet,starke,,58.0,1200,0,trocken
3,choice words,bojko,,57.5,1200,0,trocken
4,""" im still the man """,pecheur,,58.0,1200,0,trocken
5,vencedor,porcu,,57.0,1200,0,trocken
6,style and panache (ire),wandt,,55.0,1200,0,trocken
7,dorietta,werning,,56.0,1200,0,trocken
1,randwick,bojko,,57.0,1700,0,trocken
2,ravaisch,pecheur,,57.0,1700,0,trocken
3,ansonica,starke,,55.0,1700,0,trocken
4,nightdance rose,schiergen,,56.0,1700,0,trocken
5,deja vu,werning,,57.0,1700,0,trocken
1,marolo,oppermann,,61.0,1200,0,trocken
2,""" kunos ritter """,schiergen,,59.0,1200,0,trocken
3,ricadonna,hofer,,61.5,1200,0,trocken
4,fushun (aut),frank,,65.0,1200,0,trocken
5,notaio,bojko,,60.5,1200,0,trocken
6,madayan,danz,,60.0,1200,0,trocken
7,hay fever,gibson,,59.5,1200,0,trocken
8,presence,ganbat,,58.0,1200,0,trocken
9,sweet cat,werning,,56.0,1200,0,trocken
10,silver shine shoes,wandt,,54.0,1200,0,trocken
1,arizona star,schiergen,,57.0,1700,0,trocken
2,kronerbe,mouchova,,55.0,1700,0,trocken
3,imondo,oppermann,,58.0,1700,0,trocken
4,proud citizen,bojko,,55.0,1700,0,trocken
1,very nice,danz,,56.0,2500,0,trocken
2,fresh lady,wandt,,57.0,2500,0,trocken
3,crazy,starke,,54.5,2500,0,trocken
4,night chaparral,bojko,,55.5,2500,0,trocken
5,all gentleman,ganbat,,55.0,2500,0,trocken
6,impulsion,weis,,57.5,2500,0,trocken
7,grey desert,richter,,55.5,2500,0,trocken
8,othelco,krowicki,,57.0,2500,0,trocken
9,whistlers girl,werning,,56.0,2500,0,trocken
1,belle zorro,oppermann,,57.0,1800,0,trocken
2,austin powers,hofer,,54.0,1800,0,trocken
3,frau luna,pecheur,,54.0,1800,0,trocken
4,winterkönig,danz,,59.5,1800,0,trocken
5,rolling sea,wandt,,54.5,1800,0,trocken
6,pussycat doll,ganbat,,65.5,1800,0,trocken
7,anna greta,werning,,61.0,1800,0,trocken
8,sterngold,frank,,57.0,1800,0,trocken
9,favorfoot danon (ire),mouchova,,54.0,1800,0,trocken
10,rubacuori,weißmeier,,55.0,1800,0,trocken
11,senara,bojko,,59.5,1800,0,trocken
12,kalitas,krowicki,,63.0,1800,0,trocken
1,a kuku,krowicki,,57.5,2500,0,trocken
2,bawaab,starke,,59.5,2500,0,trocken
3,cool arrogance,ganbat,,61.5,2500,0,trocken
4,bondola,schiergen,,63.0,2500,0,trocken
5,sekundant (cze),mouchova,,61.0,2500,0,trocken
6,al punto,hofer,,60.5,2500,0,trocken
7,chilworth lass,porcu,,56.5,2500,0,trocken
8,site sentry,werning,,60.5,2500,0,trocken
1,kerito,hellyn,,60.5,1500,0,trocken
2,pachomius,ehl,,61.0,1500,0,trocken
3,pretty man,beckmann,,55.0,1500,0,trocken
4,no limit,mouchova,,58.5,1500,0,trocken
5,papageno,krowicki,,56.0,1500,0,trocken
6,cool eagle,buscheinen,,56.5,1500,0,trocken
7,red hot chilly,schiergen,,63.5,1500,0,trocken
1,imondo,oppermann,,55.0,2300,0,trocken
2,very nice,danz,,54.0,2300,0,trocken
3,fresh lady,wandt,,54.5,2300,0,trocken
4,shaw,bojko,,57.0,2300,0,trocken
5,besito,mouchova,,55.0,2300,0,trocken
6,aunt ger,weißmeier,,52.0,2300,0,trocken
7,killusty fancy,lopez,,59.0,2300,0,trocken
8,bobby dazzler,seidl,,53.0,2300,0,trocken
1,kiowa,gibson,,61.0,2300,0,trocken
2,petit filou,mouchova,,59.0,2300,0,trocken
3,bawaab,starke,,59.0,2300,0,trocken
4,chachani,hofer,,55.5,2300,0,trocken
5,allianz,palik,,60.0,2300,0,trocken
6,kostolanyi,glomba,,57.0,2300,0,trocken
7,true lies,bojko,,55.0,2300,0,trocken
8,rubacuori,weißmeier,,58.0,2300,0,trocken
1,welcome in life,danz,,53.5,1500,0,trocken
2,super hector,ganbat,,54.5,1500,0,trocken
3,vencedor,hellyn,,57.0,1500,0,trocken
4,style and panache (ire),wandt,,55.0,1500,0,trocken
5,ooi long,bojko,,57.5,1500,0,trocken
6,flamme des brieres,hofer,,55.0,1500,0,trocken
1,pagan warrior (ire),glomba,,59.0,1500,0,trocken
2,nightdance prince,oppermann,,62.5,1500,0,trocken
3,pumpgun,mouchova,,63.0,1500,0,trocken
4,town rebel,mattes,,62.5,1500,0,trocken
5,sir hilleshage,brüggemann,,59.0,1500,0,trocken
6,auendancer,wandt,,61.5,1500,0,trocken
7,amanjena,laznovska,,58.0,1500,0,trocken
8,keyana,vethaak/nl,,60.0,1500,0,trocken
1,guardian angel,gibson,,62.0,1900,0,trocken
2,do it yourself,danz,,60.0,1900,0,trocken
3,look out,oppermann,,50.0,1900,0,trocken
4,nena,ganbat,,57.0,1900,0,trocken
5,twin star,hofer,,57.0,1900,0,trocken
6,boshoevenscarlet,troost,,52.5,1900,0,trocken
6,pegasus again,wandt,,63.0,1900,0,trocken
8,nasibow,schiergen,,60.5,1900,0,trocken
9,be my lion,starke,,56.0,1900,0,trocken
10,alte liebe,pecheur,,52.0,1900,0,trocken
1,royal kiss,wandt,,59.0,1900,0,trocken
2,princess dumont,oppermann,,54.5,1900,0,trocken
3,""" timms lad """,hellyn,,56.0,1900,0,trocken
4,serafina,ganbat,,60.0,1900,0,trocken
5,dulce et decorum,gibson,,62.0,1900,0,trocken
6,white river,schiergen,,60.0,1900,0,trocken
7,serko (fr) (h),weißmeier,,59.5,1900,0,trocken
8,dubassoff,krowicki,,57.0,1900,0,trocken
1,occiobella,frank,,55.0,2500,0,nass
2,la padrona,bojko,,55.5,2500,0,nass
3,sagawing,oppermann,,60.0,2500,0,nass
4,charmony,weis,,60.5,2500,0,nass
5,a kuku,krowicki,,53.0,2500,0,nass
6,gemstone,laznovska,,62.5,2500,0,nass
1,alkaldo,ganbat,,59.5,1950,0,nass
2,belle zorro,oppermann,,56.5,1950,0,nass
3,cool arrogance,schiergen,,60.5,1950,0,nass
4,tremendous,hofer,,59.5,1950,0,nass
5,erlian,schiergen,,63.0,1950,0,nass
6,othelco,krowicki,,61.0,1950,0,nass
7,good prince,bojko,,59.0,1950,0,nass
8,showdancer,starke,,56.0,1950,0,nass
1,shakti,bojko,,54.0,1800,0,nass
2,input,weis,,58.5,1800,0,nass
3,feather cloud,ganbat,,58.5,1800,0,nass
4,willis,hofer,,54.5,1800,0,nass
5,noblement,schiergen,,60.5,1800,0,nass
6,sauber,brüggemann,,61.0,1800,0,nass
7,la next,wandt,,59.0,1800,0,nass
8,aconoro,krowicki,,61.0,1800,0,nass
1,fushun (aut),ganbat,,61.5,1200,0,nass
2,ricadonna,hofer,,61.5,1200,0,nass
3,amanjena,laznovska,,61.5,1200,0,nass
4,""" kunos ritter """,schiergen,,59.0,1200,0,nass
5,pythonga,frank,,57.0,1200,0,nass
6,hay fever,gibson,,59.5,1200,0,nass
7,fantastic news,clijmans,,60.0,1200,0,nass
1,war bride,pecheur,,57.5,1200,0,nass
2,marolo,danz,,53.0,1200,0,nass
3,sharp bullet,starke,,54.5,1200,0,nass
4,dragoslav (gb),frank,,56.5,1200,0,nass
5,belmondo (gb),hofer,,59.0,1200,0,nass
6,worlds danger,oppermann,,59.5,1200,0,nass
7,danon perth (aus),gibson,,59.0,1200,0,nass
8,choice words,bojko,,53.5,1200,0,nass
9,glasshoughton,mattes,,56.5,1200,0,nass
1,kapalua bay,laznovska,,63.5,2500,0,nass
2,ami rouge,herresthal,,57.5,2500,0,nass
3,site sentry,michaelis,,59.0,2500,0,nass
4,capitain rodgers,ehl,,64.0,2500,0,nass
5,braendon,rogl,,54.5,2500,0,nass
6,chilworth lass,schiergen,,57.5,2500,0,nass
7,velassio,wöhling,,55.5,2500,0,nass
8,daring rudolph,brüggemann,,66.0,2500,0,nass
9,auenwurf,schiergen,,57.0,2500,0,nass
1,alberto hawaii,bojko,,57.5,1950,0,nass
2,brunello,lopez,,57.0,1950,0,nass
3,aosta spring,starke,,56.0,1950,0,nass
4,lucky babe,hofer,,55.0,1950,0,nass
5,big moun (fr),schiergen,,58.0,1950,0,nass
6,lantino,clijmans,,57.0,1950,0,nass
7,thebana two,frank,,55.0,1950,0,nass
8,silent hill,krowicki,,57.0,1950,0,nass
9,santa ponsa,richter,,55.0,1950,0,nass
10,al mamzar,wandt,,57.0,1950,0,nass
11,kaitana,pecheur,,55.0,1950,0,nass
12,whistlers girl,werning,,56.0,1950,0,nass
1,princess dumont,oppermann,,58.5,1800,0,nass
2,winterkönig,gibson,,61.0,1800,0,nass
3,therrana,danz,,55.0,1800,0,nass
4,cool eagle,bojko,,56.0,1800,0,nass
5,frau luna,pecheur,,56.0,1800,0,nass
6,senara,krowicki,,61.5,1800,0,nass
7,anna greta,ganbat,,59.5,1800,0,nass
8,rolling sea,clijmans,,56.0,1800,0,nass
9,flying encore,hofer,,56.0,1800,0,nass
1,daring storm,clijmans,,57.0,1500,0,weich
2,royal fox (gb),minarik,,58.0,1500,0,weich
3,maurice,hellier,,58.0,1500,0,weich
4,randwick,richter,,57.0,1500,0,weich
5,truly perfect,hammer-hansen,,57.0,1500,0,weich
6,lotosfee,hofer,,55.0,1500,0,weich
1,santillana,porcu,,56.5,2200,0,weich
2,kitco,krowicki,,57.5,2200,0,weich
3,tinley lodge,pietsch,,57.5,2200,0,weich
4,grey desert,richter,,57.5,2200,0,weich
5,kiluna,lopez,,56.5,2200,0,weich
6,antano,minarik,,57.5,2200,0,weich
7,furisto,best,,58.0,2200,0,weich
8,quo colonia,oppermann,,50.5,2200,0,weich
9,right from wrong,hammer-hansen,,56.5,2200,0,weich
1,guardian angel,hellier,,61.5,2100,0,weich
2,labbezanga,minarik,,60.0,2100,0,weich
3,prima danon,hofer,,60.5,2100,0,weich
4,bromix (fr),lopez,,56.0,2100,0,weich
5,fresh lady,richter,,52.0,2100,0,weich
6,do it yourself,danz,,60.5,2100,0,weich
7,mesa verde,fehr,,52.0,2100,0,weich
8,adenike,krowicki,,53.0,2100,0,weich
1,pussycat doll,minarik,,57.5,1700,0,weich
2,jukebox hero,best,,53.0,1700,0,weich
3,bouquetot liberty,lopez,,54.0,1700,0,weich
4,senara,krowicki,,55.0,1700,0,weich
5,princess dumont,oppermann,,54.5,1700,0,weich
6,kerito,troost,,57.0,1700,0,weich
7,najade,ermashev,,55.0,1700,0,weich
8,kim groom,porcu,,57.0,1700,0,weich
9,gabrial the prince (ire),clijmans,,57.0,1700,0,weich
10,rubacuori,weißmeier,,63.5,1700,0,weich
1,mertesacker,best,,60.0,1600,0,weich
2,merlino,porcu,,56.0,1600,0,weich
3,welcome in life,danz,,53.0,1600,0,weich
4,middleton flyer (ire),clijmans,,58.5,1600,0,weich
5,sumatra tiger,minarik,,56.0,1600,0,weich
6,sweet girl,troost,,56.5,1600,0,weich
1,shaw,best,,52.5,1700,0,weich
2,freemason,hellier,,61.0,1700,0,weich
3,postillion,minarik,,54.0,1700,0,weich
4,integral,hammer-hansen,,58.0,1700,0,weich
5,pennyfox,pietsch,,57.0,1700,0,weich
6,lord dubai,richter,,55.0,1700,0,weich
1,victor hugo alezan,minarik,,57.0,1400,0,weich
